,Unnamed: 0,r1,r2,r3,v
511693,511693,7.71,6.51,1.20745,0.00872
104610,104610,2.01,6.31,4.30199,0.03717
67669,67669,1.51,4.61,3.10244,0.00542
273014,273014,4.41,2.11,2.30304,0.03579
62497,62497,1.41,7.11,5.70033,-9e-05
172562,172562,3.01,1.21,1.80014,0.04113
139192,139192,2.51,5.01,2.50584,0.0619
450265,450265,6.91,1.11,5.80119,0.02248
637395,637395,9.51,2.11,7.40343,0.04612
107816,107816,2.01,10.31,8.30198,0.03716
38543,38543,1.11,3.81,2.70148,0.0332
46745,46745,1.21,5.21,4.00044,0.00953
601460,601460,9.01,2.21,6.80135,0.05514
369659,369659,5.71,8.31,2.6156,0.08979
361092,361092,5.61,6.51,0.92846,0.0773
628716,628716,9.31,10.31,1.04494,0.03695
203275,203275,3.41,5.01,1.61318,0.00827
282660,282660,4.51,6.41,1.90335,0.02784
494167,494167,7.51,2.41,5.10412,0.07275
393886,393886,6.11,1.91,4.20166,0.0285
109314,109314,2.11,3.31,1.20233,0.03071
41655,41655,1.11,7.71,6.601,0.02249
429187,429187,6.61,1.51,5.10143,0.00187
83978,83978,1.71,7.21,5.50187,0.01257
290169,290169,4.61,6.91,2.30161,0.06327
358080,358080,5.61,1.71,3.90014,0.01311
390549,390549,6.01,7.71,1.7294,0.01395
463423,463423,7.01,9.71,2.72549,0.09827
35909,35909,1.01,9.41,8.40123,0.04684
128013,128013,2.31,8.91,6.60047,0.06407
33445,33445,1.01,6.41,5.4001,0.04683
429481,429481,6.61,1.91,4.70082,0.02837
210969,210969,3.51,5.81,2.30103,0.06289
491572,491572,7.41,9.21,1.81686,0.02066
309771,309771,4.91,3.61,1.30181,0.00397
693093,693093,10.21,8.61,1.61267,0.00654
383199,383199,5.91,7.41,1.53879,0.0029
572054,572054,8.61,1.31,7.30172,0.00168
620603,620603,9.21,8.21,1.0046,0.04852
672981,672981,10.01,1.61,8.40012,0.00639
27470,27470,0.91,7.91,7.00035,0.0859
257777,257777,4.21,0.91,3.30022,0.09043
464347,464347,7.11,0.91,6.20036,0.08588
303997,303997,4.81,6.31,1.52592,0.00251
532339,532339,8.01,5.41,2.61889,0.09004
474354,474354,7.21,4.51,2.70227,0.0964
152853,152853,2.71,4.31,1.60534,0.01106
160770,160770,2.81,5.31,2.50402,0.07183
513003,513003,7.71,9.21,1.50626,0.00177
526981,526981,7.91,8.71,0.89648,0.09269
51888,51888,1.31,2.71,1.40161,0.05564
386655,386655,6.01,1.81,4.20044,0.02028
469573,469573,7.11,8.51,1.41852,0.0
66422,66422,1.51,3.11,1.60071,0.02353
477271,477271,7.21,9.21,2.01139,0.03726
344350,344350,5.41,2.31,3.10139,0.06219
634307,634307,9.41,7.31,2.11124,0.04623
579650,579650,8.71,1.91,6.80032,0.02838
280362,280362,4.51,2.41,2.10273,0.03806
586991,586991,8.81,2.11,6.70044,0.04611
381786,381786,5.91,4.61,1.30609,0.00208
308978,308978,4.91,2.61,2.30111,0.0545
69899,69899,1.51,7.41,5.90163,0.00183
651541,651541,9.71,1.81,7.90137,0.02013
378962,378962,5.91,1.11,4.80009,0.02274
88365,88365,1.81,3.81,2.002,0.0178
75507,75507,1.61,5.51,3.90236,0.00698
329236,329236,5.21,1.21,4.00068,0.00953
525122,525122,7.91,5.41,2.50257,0.0806
592284,592284,8.81,9.71,0.95523,0.06605
126561,126561,2.31,7.11,4.80021,0.06402
678501,678501,10.01,8.51,1.50346,0.0017
250935,250935,4.11,1.21,2.90133,0.01577
439623,439623,6.71,5.71,1.00256,0.04912
259518,259518,4.21,3.01,1.21385,0.01435
451006,451006,6.91,2.11,4.8002,0.04606
273602,273602,4.41,2.91,1.50057,0.00637
301515,301515,4.81,2.11,2.70466,0.04338
469240,469240,7.11,8.11,1.01458,0.04541
578014,578014,8.61,9.81,1.25323,0.00483
387160,387160,6.01,2.41,3.60199,0.07229
252084,252084,4.11,2.71,1.40063,0.00735
402492,402492,6.21,3.81,2.40139,0.07181
601309,601309,9.01,2.01,7.0016,0.03713
366382,366382,5.71,3.11,2.6063,0.08417
439277,439277,6.71,5.21,1.51839,0.00215
149405,149405,2.61,8.91,6.30214,0.08937
401158,401158,6.21,2.11,4.10148,0.04615
268566,268566,4.31,6.61,2.30116,0.06324
599587,599587,8.91,9.91,1.0076,0.04759
578147,578147,8.61,10.01,1.41939,4e-05
317024,317024,5.01,3.71,1.31379,0.00313
438795,438795,6.71,4.61,2.11106,0.04617
479811,479811,7.31,2.41,4.90045,0.07275
254302,254302,4.11,6.51,2.41028,0.07272
27163,27163,0.91,7.51,6.60057,0.08589
658660,658660,9.81,1.71,8.10083,0.01265
90523,90523,1.81,6.51,4.70137,0.02012
252079,252079,4.11,2.61,1.50959,0.00879
395341,395341,6.11,3.71,2.4085,0.07232
311542,311542,4.91,6.91,2.00412,0.03656
34229,34229,1.01,7.31,6.30127,0.04678
462843,462843,7.01,9.01,2.01882,0.03792
407293,407293,6.31,0.91,5.40015,0.08593
28709,28709,0.91,9.41,8.5011,0.08594
336561,336561,5.31,1.51,3.80013,0.00282
486008,486008,7.41,1.21,6.20033,0.00845
448392,448392,6.81,8.81,2.00949,0.03708
77179,77179,1.61,7.61,6.00175,0.00631
210789,210789,3.51,5.51,2.01049,0.03756
114552,114552,2.11,9.81,7.70312,0.04613
593337,593337,8.91,1.01,7.90098,0.04683
209874,209874,3.51,4.41,0.90687,0.09048
247332,247332,4.01,6.71,2.70709,0.09648
373408,373408,5.81,3.01,2.80397,0.09379
98537,98537,1.91,7.61,5.70208,0.02833
260342,260342,4.21,5.21,1.00531,0.04906
716027,716027,10.51,9.41,1.19585,0.01002
393594,393594,6.11,1.51,4.60243,0.00203
75260,75260,1.61,5.21,3.60205,0.00753
55760,55760,1.31,7.61,6.30009,0.00164
351481,351481,5.51,2.31,3.20203,0.06276
472513,472513,7.21,2.21,5.00057,0.05508
36773,36773,1.01,10.51,9.50082,0.04685
156169,156169,2.71,8.51,5.80046,0.09708
658181,658181,9.81,1.11,8.70052,0.02255
134940,134940,2.41,8.61,6.20294,0.07279
98443,98443,1.91,7.51,5.6014,0.02833
379313,379313,5.91,1.51,4.40078,0.00213
166907,166907,2.91,4.11,1.20303,0.01646
534684,534684,8.01,9.41,1.44102,0.00025
264882,264882,4.31,0.91,3.40008,0.08966
91655,91655,1.81,7.91,6.10181,0.02007
25355,25355,0.91,5.21,4.30137,0.0865
230150,230150,3.81,1.91,1.90426,0.01852
145349,145349,2.61,3.81,1.20898,0.01958
323908,323908,5.11,3.41,1.71087,0.01408
145960,145960,2.61,4.61,2.00298,0.0349
373127,373127,5.81,2.71,3.10051,0.09061
484312,484312,7.31,9.11,1.80319,0.01958
376889,376889,5.81,8.51,2.70212,0.09648
136140,136140,2.41,10.11,7.70278,0.07283
500713,500713,7.61,1.71,5.9007,0.01258
145785,145785,2.61,4.41,1.80178,0.02168
432149,432149,6.61,5.21,1.41889,-0.0
402388,402388,6.21,3.61,2.60916,0.08826
623136,623136,9.31,2.31,7.00257,0.06408
331015,331015,5.21,3.41,1.80761,0.021
126052,126052,2.31,6.41,4.10257,0.06401
514611,514611,7.81,1.21,6.6003,0.00847
155061,155061,2.71,7.11,4.40101,0.09696
239932,239932,3.91,6.41,2.50142,0.08026
201686,201686,3.41,2.01,1.40046,0.01691
450810,450810,6.91,1.81,5.10147,0.02006
598706,598706,8.91,7.71,1.25943,0.00438
540675,540675,8.11,6.91,1.22765,0.00682
518925,518925,7.81,6.61,1.20644,0.00883
50561,50561,1.21,10.01,8.80008,0.00852
148464,148464,2.61,7.71,5.10382,0.08932
282496,282496,4.51,6.21,1.70294,0.01223
708431,708431,10.41,9.31,1.15782,0.01478
529968,529968,8.01,2.51,5.50081,0.08122
429185,429185,6.61,1.51,5.10136,0.00187
522704,522704,7.91,2.31,5.60404,0.06403
455121,455121,6.91,8.31,1.40993,-5e-05
512951,512951,7.71,9.11,1.42382,5e-05
46259,46259,1.21,4.61,3.40034,0.01176
325542,325542,5.11,6.61,1.50546,0.00172
651124,651124,9.71,1.31,8.40052,0.0017
403465,403465,6.21,5.01,1.20721,0.00887
400918,400918,6.21,1.81,4.40118,0.0202
565480,565480,8.51,2.11,6.40089,0.04609
372814,372814,5.81,2.31,3.50061,0.06365
352951,352951,5.51,4.11,1.41828,0.0006
361192,361192,5.61,6.61,1.04222,0.03762
118254,118254,2.21,5.61,3.40058,0.05489
96696,96696,1.91,5.31,3.40237,0.02914
229541,229541,3.81,1.21,2.60041,0.01953
128372,128372,2.31,9.31,7.00219,0.06408
297558,297558,4.71,7.21,2.50628,0.08088
512934,512934,7.71,9.11,1.41214,-1e-05
105597,105597,2.01,7.51,5.50355,0.03708
627385,627385,9.31,7.61,1.74279,0.01498
71135,71135,1.51,9.01,7.50031,0.00189
123930,123930,2.31,3.81,1.50073,0.01112
443714,443714,6.81,1.91,4.90019,0.02835
344103,344103,5.41,2.01,3.40081,0.03756
619279,619279,9.21,6.51,2.70991,0.09709
229754,229754,3.81,1.41,2.40271,0.01056
532447,532447,8.01,5.61,2.40392,0.07224
680026,680026,10.11,1.31,8.80139,0.00171
146041,146041,2.61,4.71,2.10299,0.0417
474894,474894,7.21,5.11,2.12255,0.04719
431390,431390,6.61,4.31,2.30221,0.06333
400928,400928,6.21,1.81,4.40162,0.0202
383135,383135,5.91,7.41,1.50492,0.00166
333173,333173,5.21,7.21,2.01371,0.0374
300985,300985,4.81,1.51,3.30061,0.0044
280908,280908,4.51,3.11,1.40317,0.0041
250803,250803,4.11,1.11,3.00011,0.02947
38588,38588,1.11,3.91,2.80049,0.03181
252291,252291,4.11,2.91,1.20689,0.01605
678194,678194,10.01,8.11,1.9068,0.02813
77147,77147,1.61,7.61,6.00062,0.00631
448331,448331,6.81,8.71,1.91917,0.02916
671266,671266,9.91,8.41,1.55417,0.00362
374332,374332,5.81,4.21,1.60216,0.00625
139106,139106,2.51,4.91,2.40521,0.05724
360531,360531,5.61,4.71,0.92012,0.08136
453826,453826,6.91,5.61,1.30722,0.00174
346944,346944,5.41,6.61,1.22855,0.00675
469533,469533,7.11,8.41,1.35697,0.00033
497399,497399,7.51,6.51,1.01295,0.04588
76751,76751,1.61,7.11,5.50074,0.0063
154247,154247,2.71,6.11,3.40049,0.09445
386769,386769,6.01,1.91,4.10183,0.02854
522120,522120,7.91,1.61,6.3014,0.00633
571882,571882,8.61,1.11,7.50107,0.02253
106902,106902,2.01,9.21,7.20062,0.03714
52897,52897,1.31,4.01,2.70037,0.01021
134988,134988,2.41,8.71,6.30106,0.0728
513617,513617,7.71,9.91,2.23421,0.05733
388086,388086,6.01,3.61,2.40084,0.07153
116451,116451,2.21,3.31,1.1046,0.04471
340945,340945,5.31,8.01,2.71559,0.09748
188246,188246,3.21,4.11,0.90137,0.09551
615022,615022,9.21,1.21,8.00031,0.00851
104083,104083,2.01,5.71,3.70023,0.0374
709343,709343,10.51,1.11,9.40036,0.02256
665288,665288,9.91,1.01,8.90011,0.04684
174849,174849,3.01,5.11,2.10479,0.04512
330597,330597,5.21,2.91,2.30294,0.05992
491026,491026,7.41,8.51,1.13903,0.01755
467267,467267,7.11,4.51,2.61369,0.08957
700854,700854,10.31,9.11,1.24737,0.00526
265930,265930,4.31,2.21,2.10056,0.03264
75078,75078,1.61,5.01,3.4011,0.0081
453381,453381,6.91,5.01,1.91479,0.02875
63994,63994,1.41,8.91,7.50203,-3e-05
554889,554889,8.31,6.81,1.50532,0.00171
373257,373257,5.81,2.81,3.00443,0.09394
283329,283329,4.51,7.21,2.70787,0.09682
715386,715386,10.51,8.61,1.95113,0.03197
520156,520156,7.81,9.21,1.40516,-3e-05
74256,74256,1.61,4.01,2.40048,0.01266
359437,359437,5.61,3.31,2.31041,0.06324
614276,614276,9.11,10.21,1.19823,0.00975
112101,112101,2.11,6.81,4.70071,0.04607
673705,673705,10.01,2.51,7.50029,0.08128
424962,424962,6.51,5.11,1.42854,9e-05
294895,294895,4.71,2.81,1.90118,0.0287
525908,525908,7.91,6.31,1.64145,0.00813
195800,195800,3.31,4.61,1.3058,0.00525
417339,417339,6.41,4.51,1.91173,0.02856
411918,411918,6.31,7.71,1.44155,0.0002
145876,145876,2.61,4.51,1.90267,0.02814
431635,431635,6.61,4.61,2.00352,0.03654
424512,424512,6.51,4.61,1.90421,0.02789
54964,54964,1.31,6.61,5.30013,0.00166
366765,366765,5.71,3.61,2.10569,0.04586
468062,468062,7.11,5.51,1.62412,0.0071
428750,428750,6.61,1.01,5.60021,0.0468
368767,368767,5.71,7.21,1.51684,0.00206
316377,316377,5.01,2.91,2.10565,0.04473
47872,47872,1.21,6.61,5.40055,0.00848
451119,451119,6.91,2.21,4.70135,0.05509
564886,564886,8.51,1.31,7.20188,0.00167
556373,556373,8.31,9.71,1.40667,-2e-05
583434,583434,8.71,6.61,2.11138,0.04623
464872,464872,7.11,1.51,5.60238,0.00183
35131,35131,1.01,8.51,7.50015,0.04682
629588,629588,9.41,1.41,8.00059,-2e-05
332851,332851,5.21,6.81,1.61529,0.00661
70113,70113,1.51,7.71,6.20073,0.00184
455828,455828,6.91,9.21,2.30321,0.06348
112441,112441,2.11,7.21,5.10153,0.04605
87758,87758,1.81,3.01,1.20597,0.04142
83471,83471,1.71,6.61,4.90083,0.01262
301874,301874,4.81,2.61,2.20229,0.04828
564978,564978,8.51,1.51,7.00017,0.00187
52345,52345,1.31,3.31,2.0006,0.02246
608392,608392,9.11,1.91,7.20059,0.02839
487043,487043,7.41,2.51,4.90068,0.0812
139610,139610,2.51,5.61,3.10056,0.07737
534394,534394,8.01,9.11,1.10571,0.02334
63801,63801,1.41,8.71,7.30086,-3e-05
203566,203566,3.41,5.41,2.00552,0.03718
345120,345120,5.41,3.31,2.10047,0.04534
576774,576774,8.61,7.21,1.44849,0.00034
563828,563828,8.41,10.01,1.64123,0.00818
300986,300986,4.81,1.51,3.30064,0.0044
96751,96751,1.91,5.41,3.50106,0.02902
481852,481852,7.31,4.91,2.41034,0.07278
160334,160334,2.81,4.81,2.00108,0.03613
62433,62433,1.41,7.01,5.60068,-9e-05
396228,396228,6.11,4.81,1.32383,0.00131
95830,95830,1.91,4.21,2.30389,0.02574
593368,593368,8.91,1.11,7.80016,0.02253
311527,311527,4.91,6.91,2.00171,0.03635
417491,417491,6.41,4.71,1.71092,0.01272
455287,455287,6.91,8.51,1.61161,0.00644
48198,48198,1.21,7.01,5.80068,0.00845
471483,471483,7.21,0.91,6.3003,0.08588
155422,155422,2.71,7.51,4.80392,0.09703
337099,337099,5.31,2.11,3.203,0.04604
114456,114456,2.11,9.71,7.60214,0.04613
252145,252145,4.11,2.71,1.40787,0.00732
338457,338457,5.31,3.81,1.51095,0.00284
113095,113095,2.11,8.01,5.90221,0.04607
431195,431195,6.61,4.01,2.60917,0.089
102675,102675,2.01,3.91,1.90172,0.02037
421778,421778,6.51,1.21,5.30018,0.0085
570989,570989,8.51,10.01,1.53263,0.00273
237290,237290,3.91,2.01,1.90051,0.02032
359281,359281,5.61,3.21,2.40046,0.07008
441241,441241,6.71,8.81,2.10349,0.04552
126558,126558,2.31,7.01,4.70454,0.06402
630336,630336,9.41,2.31,7.10262,0.06408
593882,593882,8.91,1.71,7.20119,0.01263
539736,539736,8.11,5.71,2.41998,0.07363
534716,534716,8.01,9.51,1.5051,0.00174
359174,359174,5.61,3.01,2.60488,0.08241
295014,295014,4.71,2.91,1.80572,0.02188
79191,79191,1.61,10.11,8.50218,0.00639
708505,708505,10.41,9.41,1.05372,0.03472
593713,593713,8.91,1.51,7.40076,0.00189
70406,70406,1.51,8.11,6.60017,0.00186
54024,54024,1.31,5.41,4.10046,0.0024
430146,430146,6.61,2.71,3.90327,0.09655
118324,118324,2.21,5.71,3.50029,0.055
571005,571005,8.51,10.01,1.55035,0.00346
301434,301434,4.81,2.01,2.80419,0.03678
318650,318650,5.01,6.91,1.90226,0.02768
622571,622571,9.31,1.61,7.70143,0.00637
101934,101934,2.01,3.01,1.00096,0.08113
133549,133549,2.41,6.91,4.50122,0.07274
33249,33249,1.01,6.11,5.10079,0.04691
89180,89180,1.81,4.81,3.00255,0.02202
400166,400166,6.21,0.91,5.3001,0.08595
348146,348146,5.41,8.11,2.71646,0.09754
343216,343216,5.41,0.91,4.5002,0.08631
548726,548726,8.21,9.11,0.9096,0.08613
165366,165366,2.91,1.11,1.80017,0.06019
134838,134838,2.41,8.51,6.10156,0.07279
468556,468556,7.11,6.11,1.05685,0.03388
289199,289199,4.61,5.61,1.03422,0.04013
311834,311834,4.91,7.21,2.3186,0.06477
103981,103981,2.01,5.51,3.50285,0.03752
361776,361776,5.61,7.41,1.80412,0.01959
383253,383253,5.91,7.51,1.62019,0.00688
397570,397570,6.11,7.61,1.52073,0.00221
296435,296435,4.71,5.81,1.1103,0.02273
182485,182485,3.11,5.81,2.70058,0.09021
59897,59897,1.41,3.81,2.40182,0.01057
25912,25912,0.91,5.91,5.00125,0.08604
426753,426753,6.51,8.51,2.0058,0.03674
111678,111678,2.11,6.21,4.10421,0.04615
580027,580027,8.71,2.31,6.40334,0.06406
439629,439629,6.71,5.71,1.00414,0.04862
428860,428860,6.61,1.11,5.5008,0.02251
146629,146629,2.61,5.41,2.80548,0.07776
440476,440476,6.71,7.81,1.12733,0.01943
62581,62581,1.41,7.21,5.80041,-9e-05
81911,81911,1.71,4.61,2.90309,0.01563
31813,31813,1.01,4.31,3.30097,0.05131
429184,429184,6.61,1.51,5.10132,0.00187
318332,318332,5.01,6.51,1.50307,0.00167
511448,511448,7.71,6.21,1.50423,0.00165
311242,311242,4.91,6.51,1.61053,0.0064
692369,692369,10.21,7.71,2.50593,0.08095
222438,222438,3.71,1.21,2.50083,0.02111
504844,504844,7.61,6.81,0.88289,0.09989
48858,48858,1.21,7.81,6.6012,0.00847
543246,543246,8.21,1.21,7.00023,0.00848
425886,425886,6.51,7.41,0.91973,0.08127
182217,182217,3.11,5.41,2.30595,0.06193
390292,390292,6.01,7.41,1.42248,-2e-05
157016,157016,2.71,9.51,6.80301,0.09711
203537,203537,3.41,5.41,2.00174,0.03685
267743,267743,4.31,5.51,1.21859,0.00821
656997,656997,9.71,8.61,1.16972,0.01316
447579,447579,6.81,7.81,1.00894,0.04712
126114,126114,2.31,6.51,4.20144,0.06401
70040,70040,1.51,7.61,6.10093,0.00184
40619,40619,1.11,6.41,5.30115,0.02254
63808,63808,1.41,8.71,7.30107,-3e-05
549757,549757,8.21,10.41,2.20215,0.05446
286616,286616,4.61,1.31,3.30145,0.00509
451321,451321,6.91,2.41,4.50478,0.07274
672549,672549,10.01,1.01,9.00074,0.04685
578527,578527,8.61,10.51,1.90515,0.028
49976,49976,1.21,9.21,8.00111,0.00851
366122,366122,5.71,2.81,2.90292,0.09079
493885,493885,7.51,2.11,5.40101,0.04606
211214,211214,3.51,6.11,2.60131,0.08728
521191,521191,7.81,10.51,2.70203,0.09653
554540,554540,8.31,6.31,2.02466,0.03841
419066,419066,6.41,7.81,1.4071,-7e-05
166883,166883,2.91,4.11,1.20073,0.0167
387082,387082,6.01,2.31,3.70198,0.06387
287078,287078,4.61,1.91,2.70151,0.02904
426894,426894,6.51,8.71,2.20143,0.05436
165397,165397,2.91,1.11,1.8008,0.06017
133976,133976,2.41,7.41,5.00283,0.07275
155994,155994,2.71,8.21,5.50491,0.09707
451456,451456,6.91,2.61,4.30299,0.08923
273747,273747,4.41,3.01,1.40982,0.0048
38997,38997,1.11,4.41,3.30066,0.02687
336132,336132,5.31,0.91,4.40078,0.0864
368777,368777,5.71,7.21,1.5222,0.00225
196342,196342,3.31,5.31,2.00213,0.03693
67861,67861,1.51,4.91,3.4005,0.00398
422077,422077,6.51,1.51,5.00214,0.00189
156349,156349,2.71,8.71,6.0013,0.09708
303552,303552,4.81,5.81,1.01034,0.04693
400852,400852,6.21,1.71,4.50168,0.01272
477280,477280,7.21,9.21,2.01583,0.03766
125221,125221,2.31,5.41,3.10093,0.06218
579612,579612,8.71,1.81,6.90167,0.0201
129197,129197,2.31,10.31,8.00385,0.0641
688059,688059,10.21,2.31,7.90091,0.0641
579485,579485,8.71,1.71,7.0002,0.01262
307733,307733,4.91,1.01,3.90093,0.04828
50341,50341,1.21,9.71,8.50032,0.00852
410288,410288,6.31,4.61,1.71053,0.01272
558758,558758,8.41,2.61,5.80459,0.08935
274885,274885,4.41,5.61,1.20178,0.0098
417131,417131,6.41,4.31,2.10132,0.04534
217676,217676,3.61,5.21,1.61481,0.00779
455796,455796,6.91,9.11,2.22319,0.05633
181358,181358,3.11,4.31,1.21464,0.01338
188871,188871,3.21,4.81,1.61094,0.0089
715558,715558,10.51,8.91,1.60357,0.00604
664339,664339,9.81,8.81,1.03286,0.04018
371871,371871,5.81,1.11,4.70049,0.0228
79184,79184,1.61,10.11,8.50186,0.00639
261136,261136,4.21,6.21,2.00233,0.03652
301263,301263,4.81,1.81,3.00275,0.02202
514589,514589,7.81,1.11,6.70167,0.0225
295035,295035,4.71,2.91,1.80941,0.02215
549361,549361,8.21,9.91,1.70381,0.01222
154221,154221,2.71,6.01,3.30445,0.09355
39387,39387,1.11,4.91,3.80044,0.02429
148864,148864,2.61,8.21,5.60371,0.08934
423987,423987,6.51,3.91,2.60838,0.08884
536338,536338,8.11,1.51,6.60061,0.00186
155948,155948,2.71,8.21,5.50128,0.09707
621412,621412,9.21,10.21,1.01488,0.04536
569864,569864,8.51,7.61,0.91011,0.08587
179974,179974,3.11,1.51,1.60221,0.02351
208975,208975,3.51,2.21,1.30101,0.01822
402377,402377,6.21,3.61,2.60702,0.0881
702262,702262,10.41,1.61,8.80097,0.00639
287103,287103,4.61,1.91,2.70308,0.02906
57888,57888,1.31,10.21,8.90096,0.00171
26590,26590,0.91,6.81,5.90036,0.08588
619640,619640,9.21,6.91,2.33621,0.06639
86099,86099,1.71,9.91,8.20043,0.01265
476636,476636,7.21,8.41,1.22085,0.00745
562548,562548,8.41,7.41,1.01648,0.04485
465826,465826,7.11,2.71,4.40476,0.09696
302391,302391,4.81,3.21,1.61094,0.0089
461378,461378,7.01,6.11,0.9225,0.07998
272799,272799,4.41,1.81,2.60413,0.02219
396308,396308,6.11,4.91,1.22631,0.00708
352860,352860,5.51,4.01,1.5129,0.00259
85133,85133,1.71,8.71,7.00032,0.01262
81413,81413,1.71,4.01,2.30218,0.01645
701077,701077,10.31,9.41,0.93635,0.07387
367295,367295,5.71,4.31,1.40297,0.00035
273132,273132,4.41,2.31,2.10069,0.0355
36345,36345,1.01,10.01,9.00031,0.04685
96506,96506,1.91,5.11,3.20089,0.02937
511147,511147,7.71,5.81,1.90809,0.02817
505809,505809,7.61,9.11,1.53258,0.00271
238899,238899,3.91,5.11,1.20348,0.01042
215274,215274,3.61,1.11,2.50194,0.03658
415731,415731,6.41,2.51,3.90255,0.08096
222308,222308,3.71,1.01,2.70148,0.05832
250840,250840,4.11,1.11,3.00075,0.02947
644648,644648,9.61,2.21,7.40157,0.05515
423984,423984,6.51,3.91,2.60776,0.08879
56680,56680,1.31,8.71,7.40076,0.00168
119026,119026,2.21,6.51,4.3034,0.05511
708381,708381,10.41,9.31,1.10487,0.02352
541757,541757,8.11,9.31,1.23601,0.00614
396503,396503,6.11,5.21,0.90896,0.08648
550552,550552,8.31,1.31,7.00193,0.00167
522951,522951,7.91,2.71,5.20028,0.09705
138633,138633,2.51,4.31,1.80713,0.0218
440332,440332,6.71,7.61,0.94977,0.0682
386227,386227,6.01,1.21,4.80157,0.00867
154631,154631,2.71,6.51,3.80528,0.09635
615255,615255,9.21,1.51,7.70027,0.00189
383860,383860,5.91,8.31,2.40451,0.07231
330580,330580,5.21,2.91,2.30145,0.05981
641198,641198,9.51,6.91,2.61207,0.08955
36243,36243,1.01,9.91,8.90008,0.04684
578339,578339,8.61,10.21,1.64761,0.00857
143019,143019,2.51,9.81,7.30289,0.08128
701791,701791,10.41,1.01,9.40075,0.04685
61031,61031,1.41,5.21,3.8022,0.00109
361262,361262,5.61,6.71,1.13117,0.01879
489183,489183,7.41,5.11,2.32074,0.06496
295423,295423,4.71,3.41,1.31164,0.00445
239997,239997,3.91,6.41,2.51292,0.08121
359368,359368,5.61,3.31,2.30087,0.06243
680614,680614,10.11,2.11,8.00033,0.04614
33894,33894,1.01,6.91,5.90089,0.04678
172819,172819,3.01,1.51,1.50063,0.02856
508131,508131,7.71,2.01,5.70205,0.03708
482143,482143,7.31,5.31,2.00471,0.0366
415290,415290,6.41,2.01,4.40027,0.03715
593906,593906,8.91,1.71,7.20225,0.01263
651904,651904,9.71,2.31,7.40038,0.06409
147401,147401,2.61,6.41,3.80225,0.0888
372963,372963,5.81,2.51,3.30032,0.07918
131222,131222,2.41,4.01,1.60147,0.01236
104747,104747,2.01,6.51,4.50088,0.03713
88933,88933,1.81,4.51,2.70221,0.02229
491584,491584,7.41,9.21,1.82464,0.02129
677922,677922,10.01,7.71,2.33079,0.06593
656381,656381,9.71,7.91,1.80429,0.01968
506342,506342,7.61,9.81,2.20944,0.05511
201335,201335,3.41,1.51,1.90209,0.01576
701081,701081,10.31,9.41,0.94225,0.07136
519956,519956,7.81,8.91,1.13837,0.01767
134639,134639,2.41,8.21,5.80459,0.07278
418849,418849,6.41,7.51,1.12217,0.02031
55607,55607,1.31,7.41,6.10016,0.00163
416755,416755,6.41,3.81,2.60336,0.0883
61789,61789,1.41,6.21,4.8006,7e-05
27292,27292,0.91,7.71,6.80015,0.0859
593693,593693,8.91,1.51,7.40031,0.00189
152596,152596,2.71,4.01,1.3036,0.01046
446036,446036,6.81,4.81,2.00141,0.03633
436225,436225,6.71,1.41,5.30101,-6e-05
412547,412547,6.31,8.51,2.22298,0.05629
498796,498796,7.51,9.31,1.81385,0.02043
424660,424660,6.51,4.81,1.7026,0.01212
557018,557018,8.31,10.51,2.20632,0.05484
230938,230938,3.81,2.91,0.91024,0.09468
323399,323399,5.11,2.81,2.30299,0.05858
620327,620327,9.21,7.81,1.42953,0.00011
71014,71014,1.51,8.81,7.30137,0.00188
138502,138502,2.51,4.21,1.70151,0.01611
295273,295273,4.71,3.21,1.51193,0.00493
585657,585657,8.71,10.41,1.7262,0.0138
230412,230412,3.81,2.31,1.50083,0.01112
398288,398288,6.11,8.51,2.41373,0.07311
50682,50682,1.21,10.11,8.90073,0.00852
422646,422646,6.51,2.21,4.30441,0.05511
203776,203776,3.41,5.71,2.30151,0.06275
443206,443206,6.81,1.21,5.60114,0.00846
383521,383521,5.91,7.91,2.00143,0.03633
311341,311341,4.91,6.61,1.71712,0.01311
274651,274651,4.41,5.31,0.90344,0.08961
127552,127552,2.31,8.31,6.00119,0.06405
119008,119008,2.21,6.51,4.30213,0.05511
279707,279707,4.51,1.61,2.90076,0.01026
694572,694572,10.31,1.31,9.00013,0.00171
99832,99832,1.91,9.21,7.3028,0.02839
426234,426234,6.51,7.81,1.33395,0.00084
312002,312002,4.91,7.51,2.60095,0.08859
230137,230137,3.81,1.91,1.90312,0.01848
347158,347158,5.41,6.91,1.51149,0.00189
346105,346105,5.41,4.51,0.90753,0.0875
694377,694377,10.31,1.01,9.30075,0.04685
155403,155403,2.71,7.51,4.80231,0.09703
125824,125824,2.31,6.11,3.8036,0.06393
40737,40737,1.11,6.61,5.50025,0.02251
477349,477349,7.21,9.31,2.11011,0.04613
651449,651449,9.71,1.71,8.00086,0.01265
436946,436946,6.71,2.31,4.40205,0.06402
70701,70701,1.51,8.41,6.90166,0.00187
250836,250836,4.11,1.11,3.00066,0.02947
465779,465779,7.11,2.71,4.40106,0.09696
259280,259280,4.21,2.81,1.40047,0.00643
532460,532460,8.01,5.61,2.40696,0.07251
106691,106691,2.01,8.91,6.9018,0.03713
447723,447723,6.81,7.91,1.16405,0.01387
121505,121505,2.21,9.61,7.40285,0.05515
