,r1,r2,v
3477,4.01,4.91,0.15797
3478,4.01,5.01,0.15805
3479,4.01,5.11,0.1581
3480,4.01,5.21,0.15815
3481,4.01,5.31,0.15818
3482,4.01,5.41,0.1582
3483,4.01,5.51,0.15822
3484,4.01,5.61,0.15823
3485,4.01,5.71,0.15824
3486,4.01,5.81,0.15825
3487,4.01,5.91,0.15826
3488,4.01,6.01,0.15826
3489,4.01,6.11,0.15827
3490,4.01,6.21,0.15827
3491,4.01,6.31,0.15828
3492,4.01,6.41,0.15828
3493,4.01,6.51,0.15828
3494,4.01,6.61,0.15828
3495,4.01,6.71,0.15829
3496,4.01,6.81,0.15829
3497,4.01,6.91,0.15829
3498,4.01,7.01,0.15829
3499,4.01,7.11,0.15829
3500,4.01,7.21,0.1583
3501,4.01,7.31,0.1583
3502,4.01,7.41,0.1583
3503,4.01,7.51,0.1583
3504,4.01,7.61,0.1583
3505,4.01,7.71,0.1583
3506,4.01,7.81,0.1583
3507,4.01,7.91,0.1583
3508,4.01,8.01,0.1583
3509,4.01,8.11,0.15831
3510,4.01,8.21,0.15831
3511,4.01,8.31,0.15831
3512,4.01,8.41,0.15831
3513,4.01,8.51,0.15831
3514,4.01,8.61,0.15831
3515,4.01,8.71,0.15831
3516,4.01,8.81,0.15831
3517,4.01,8.91,0.15831
3518,4.01,9.01,0.15831
3519,4.01,9.11,0.15831
3520,4.01,9.21,0.15831
3521,4.01,9.31,0.15831
3522,4.01,9.41,0.15831
3523,4.01,9.51,0.15831
3524,4.01,9.61,0.15831
3525,4.01,9.71,0.15831
3526,4.01,9.81,0.15831
3527,4.01,9.91,0.15831
3528,4.01,10.01,0.15831
3529,4.01,10.11,0.15831
3530,4.01,10.21,0.15831
3531,4.01,10.31,0.15831
3532,4.01,10.41,0.15831
3533,4.01,10.51,0.15831
3535,4.11,0.61,0.38794
3536,4.11,0.71,0.24185
3537,4.11,0.81,0.14772
3538,4.11,0.91,0.08679
3539,4.11,1.01,0.04778
3540,4.11,1.11,0.02348
3541,4.11,1.21,0.00932
3542,4.11,1.31,0.00238
3543,4.11,1.41,0.00056
3544,4.11,1.51,0.00237
3545,4.11,1.61,0.00675
3546,4.11,1.71,0.01293
3547,4.11,1.81,0.02033
3548,4.11,1.91,0.02854
3549,4.11,2.01,0.03722
3550,4.11,2.11,0.04615
3551,4.11,2.21,0.05512
3552,4.11,2.31,0.06401
3553,4.11,2.41,0.07269
3554,4.11,2.51,0.08109
3555,4.11,2.61,0.08914
3556,4.11,2.71,0.0968
3557,4.11,2.81,0.10402
3558,4.11,2.91,0.1108
3559,4.11,3.01,0.1171
3560,4.11,3.11,0.12292
3561,4.11,3.21,0.12826
3562,4.11,3.31,0.13312
3563,4.11,3.41,0.1375
3564,4.11,3.51,0.14142
3565,4.11,3.61,0.14488
3566,4.11,3.71,0.14791
3567,4.11,3.81,0.1505
3568,4.11,3.91,0.15269
3569,4.11,4.01,0.1545
3570,4.11,4.11,0.15595
3571,4.11,4.21,0.15709
3572,4.11,4.31,0.15797
3573,4.11,4.41,0.15862
3574,4.11,4.51,0.15911
3575,4.11,4.61,0.15946
3576,4.11,4.71,0.15971
3577,4.11,4.81,0.1599
3578,4.11,4.91,0.16003
3579,4.11,5.01,0.16013
3580,4.11,5.11,0.16019
3581,4.11,5.21,0.16025
3582,4.11,5.31,0.16028
3583,4.11,5.41,0.16031
3584,4.11,5.51,0.16033
3585,4.11,5.61,0.16035
3586,4.11,5.71,0.16036
3587,4.11,5.81,0.16037
3588,4.11,5.91,0.16037
3589,4.11,6.01,0.16038
3590,4.11,6.11,0.16039
3591,4.11,6.21,0.16039
3592,4.11,6.31,0.16039
3593,4.11,6.41,0.1604
3594,4.11,6.51,0.1604
3595,4.11,6.61,0.1604
3596,4.11,6.71,0.16041
3597,4.11,6.81,0.16041
3598,4.11,6.91,0.16041
3599,4.11,7.01,0.16041
3600,4.11,7.11,0.16041
3601,4.11,7.21,0.16042
3602,4.11,7.31,0.16042
3603,4.11,7.41,0.16042
3604,4.11,7.51,0.16042
3605,4.11,7.61,0.16042
3606,4.11,7.71,0.16042
3607,4.11,7.81,0.16042
3608,4.11,7.91,0.16042
3609,4.11,8.01,0.16042
3610,4.11,8.11,0.16043
3611,4.11,8.21,0.16043
3612,4.11,8.31,0.16043
3613,4.11,8.41,0.16043
3614,4.11,8.51,0.16043
3615,4.11,8.61,0.16043
3616,4.11,8.71,0.16043
3617,4.11,8.81,0.16043
3618,4.11,8.91,0.16043
3619,4.11,9.01,0.16043
3620,4.11,9.11,0.16043
3621,4.11,9.21,0.16043
3622,4.11,9.31,0.16043
3623,4.11,9.41,0.16043
3624,4.11,9.51,0.16043
3625,4.11,9.61,0.16043
3626,4.11,9.71,0.16043
3627,4.11,9.81,0.16043
3628,4.11,9.91,0.16043
3629,4.11,10.01,0.16043
3630,4.11,10.11,0.16043
3631,4.11,10.21,0.16043
3632,4.11,10.31,0.16043
3633,4.11,10.41,0.16043
3634,4.11,10.51,0.16043
3636,4.21,0.61,0.38772
3637,4.21,0.71,0.24164
3638,4.21,0.81,0.14754
3639,4.21,0.91,0.08663
3640,4.21,1.01,0.0476
3641,4.21,1.11,0.02331
3642,4.21,1.21,0.00917
3643,4.21,1.31,0.00225
3644,4.21,1.41,0.00044
3645,4.21,1.51,0.00227
3646,4.21,1.61,0.00667
3647,4.21,1.71,0.01286
3648,4.21,1.81,0.02028
3649,4.21,1.91,0.0285
3650,4.21,2.01,0.0372
3651,4.21,2.11,0.04613
3652,4.21,2.21,0.05512
3653,4.21,2.31,0.06402
3654,4.21,2.41,0.07271
3655,4.21,2.51,0.08113
3656,4.21,2.61,0.0892
3657,4.21,2.71,0.09687
3658,4.21,2.81,0.10412
3659,4.21,2.91,0.11092
3660,4.21,3.01,0.11725
3661,4.21,3.11,0.12311
3662,4.21,3.21,0.12849
3663,4.21,3.31,0.1334
3664,4.21,3.41,0.13784
3665,4.21,3.51,0.14184
3666,4.21,3.61,0.14539
3667,4.21,3.71,0.14851
3668,4.21,3.81,0.15122
3669,4.21,3.91,0.15354
3670,4.21,4.01,0.15549
3671,4.21,4.11,0.15709
3672,4.21,4.21,0.15838
3673,4.21,4.31,0.15938
3674,4.21,4.41,0.16015
3675,4.21,4.51,0.16072
3676,4.21,4.61,0.16114
3677,4.21,4.71,0.16145
3678,4.21,4.81,0.16167
3679,4.21,4.91,0.16183
3680,4.21,5.01,0.16194
3681,4.21,5.11,0.16203
3682,4.21,5.21,0.16209
3683,4.21,5.31,0.16213
3684,4.21,5.41,0.16216
3685,4.21,5.51,0.16219
3686,4.21,5.61,0.1622
3687,4.21,5.71,0.16222
3688,4.21,5.81,0.16223
3689,4.21,5.91,0.16224
3690,4.21,6.01,0.16224
3691,4.21,6.11,0.16225
3692,4.21,6.21,0.16226
3693,4.21,6.31,0.16226
3694,4.21,6.41,0.16226
3695,4.21,6.51,0.16227
3696,4.21,6.61,0.16227
3697,4.21,6.71,0.16227
3698,4.21,6.81,0.16227
3699,4.21,6.91,0.16228
3700,4.21,7.01,0.16228
3701,4.21,7.11,0.16228
3702,4.21,7.21,0.16228
3703,4.21,7.31,0.16228
3704,4.21,7.41,0.16228
3705,4.21,7.51,0.16228
3706,4.21,7.61,0.16229
3707,4.21,7.71,0.16229
3708,4.21,7.81,0.16229
3709,4.21,7.91,0.16229
3710,4.21,8.01,0.16229
3711,4.21,8.11,0.16229
3712,4.21,8.21,0.16229
3713,4.21,8.31,0.16229
3714,4.21,8.41,0.16229
3715,4.21,8.51,0.16229
3716,4.21,8.61,0.16229
3717,4.21,8.71,0.16229
3718,4.21,8.81,0.16229
3719,4.21,8.91,0.16229
3720,4.21,9.01,0.1623
3721,4.21,9.11,0.1623
3722,4.21,9.21,0.1623
3723,4.21,9.31,0.1623
3724,4.21,9.41,0.1623
3725,4.21,9.51,0.1623
3726,4.21,9.61,0.1623
3727,4.21,9.71,0.1623
3728,4.21,9.81,0.1623
3729,4.21,9.91,0.1623
3730,4.21,10.01,0.1623
3731,4.21,10.11,0.1623
3732,4.21,10.21,0.1623
3733,4.21,10.31,0.1623
3734,4.21,10.41,0.1623
3735,4.21,10.51,0.1623
3737,4.31,0.61,0.38752
3738,4.31,0.71,0.24146
3739,4.31,0.81,0.14739
3740,4.31,0.91,0.08649
3741,4.31,1.01,0.04746
3742,4.31,1.11,0.02316
3743,4.31,1.21,0.00905
3744,4.31,1.31,0.00214
3745,4.31,1.41,0.00035
3746,4.31,1.51,0.00219
3747,4.31,1.61,0.0066
3748,4.31,1.71,0.0128
3749,4.31,1.81,0.02023
3750,4.31,1.91,0.02846
3751,4.31,2.01,0.03717
3752,4.31,2.11,0.04612
3753,4.31,2.21,0.05511
3754,4.31,2.31,0.06402
3755,4.31,2.41,0.07273
3756,4.31,2.51,0.08115
3757,4.31,2.61,0.08923
3758,4.31,2.71,0.09692
3759,4.31,2.81,0.10419
3760,4.31,2.91,0.111
3761,4.31,3.01,0.11736
3762,4.31,3.11,0.12324
3763,4.31,3.21,0.12866
3764,4.31,3.31,0.1336
3765,4.31,3.41,0.13809
3766,4.31,3.51,0.14214
3767,4.31,3.61,0.14575
3768,4.31,3.71,0.14895
3769,4.31,3.81,0.15175
3770,4.31,3.91,0.15417
3771,4.31,4.01,0.15624
3772,4.31,4.11,0.15797
3773,4.31,4.21,0.15938
3774,4.31,4.31,0.16051
3775,4.31,4.41,0.16139
3776,4.31,4.51,0.16206
3777,4.31,4.61,0.16256
3778,4.31,4.71,0.16293
3779,4.31,4.81,0.16319
3780,4.31,4.91,0.16338
3781,4.31,5.01,0.16352
3782,4.31,5.11,0.16362
3783,4.31,5.21,0.16369
3784,4.31,5.31,0.16375
3785,4.31,5.41,0.16378
3786,4.31,5.51,0.16381
3787,4.31,5.61,0.16383
3788,4.31,5.71,0.16385
3789,4.31,5.81,0.16386
3790,4.31,5.91,0.16387
3791,4.31,6.01,0.16388
3792,4.31,6.11,0.16388
3793,4.31,6.21,0.16389
3794,4.31,6.31,0.16389
3795,4.31,6.41,0.1639
3796,4.31,6.51,0.1639
3797,4.31,6.61,0.1639
3798,4.31,6.71,0.16391
3799,4.31,6.81,0.16391
3800,4.31,6.91,0.16391
3801,4.31,7.01,0.16391
3802,4.31,7.11,0.16391
3803,4.31,7.21,0.16392
3804,4.31,7.31,0.16392
3805,4.31,7.41,0.16392
3806,4.31,7.51,0.16392
3807,4.31,7.61,0.16392
3808,4.31,7.71,0.16392
3809,4.31,7.81,0.16392
3810,4.31,7.91,0.16392
3811,4.31,8.01,0.16393
3812,4.31,8.11,0.16393
3813,4.31,8.21,0.16393
3814,4.31,8.31,0.16393
3815,4.31,8.41,0.16393
3816,4.31,8.51,0.16393
3817,4.31,8.61,0.16393
3818,4.31,8.71,0.16393
3819,4.31,8.81,0.16393
3820,4.31,8.91,0.16393
3821,4.31,9.01,0.16393
3822,4.31,9.11,0.16393
3823,4.31,9.21,0.16393
3824,4.31,9.31,0.16393
3825,4.31,9.41,0.16393
3826,4.31,9.51,0.16393
3827,4.31,9.61,0.16393
3828,4.31,9.71,0.16393
3829,4.31,9.81,0.16393
3830,4.31,9.91,0.16393
3831,4.31,10.01,0.16393
3832,4.31,10.11,0.16393
3833,4.31,10.21,0.16393
3834,4.31,10.31,0.16393
3835,4.31,10.41,0.16393
3836,4.31,10.51,0.16393
3838,4.41,0.61,0.38734
3839,4.41,0.71,0.24131
3840,4.41,0.81,0.14728
3841,4.41,0.91,0.08639
3842,4.41,1.01,0.04734
3843,4.41,1.11,0.02304
3844,4.41,1.21,0.00894
3845,4.41,1.31,0.00205
3846,4.41,1.41,0.00028
3847,4.41,1.51,0.00213
3848,4.41,1.61,0.00655
3849,4.41,1.71,0.01276
3850,4.41,1.81,0.0202
3851,4.41,1.91,0.02843
3852,4.41,2.01,0.03715
3853,4.41,2.11,0.0461
3854,4.41,2.21,0.05511
3855,4.41,2.31,0.06402
3856,4.41,2.41,0.07273
3857,4.41,2.51,0.08117
3858,4.41,2.61,0.08926
3859,4.41,2.71,0.09696
3860,4.41,2.81,0.10424
3861,4.41,2.91,0.11107
3862,4.41,3.01,0.11744
3863,4.41,3.11,0.12334
3864,4.41,3.21,0.12878
3865,4.41,3.31,0.13375
3866,4.41,3.41,0.13827
3867,4.41,3.51,0.14236
3868,4.41,3.61,0.14602
3869,4.41,3.71,0.14927
3870,4.41,3.81,0.15214
3871,4.41,3.91,0.15464
3872,4.41,4.01,0.15679
3873,4.41,4.11,0.15862
3874,4.41,4.21,0.16015
3875,4.41,4.31,0.16139
3876,4.41,4.41,0.16238
3877,4.41,4.51,0.16315
3878,4.41,4.61,0.16374
3879,4.41,4.71,0.16417
3880,4.41,4.81,0.16449
3881,4.41,4.91,0.16472
3882,4.41,5.01,0.16488
3883,4.41,5.11,0.165
3884,4.41,5.21,0.16509
3885,4.41,5.31,0.16515
3886,4.41,5.41,0.1652
3887,4.41,5.51,0.16523
3888,4.41,5.61,0.16525
3889,4.41,5.71,0.16527
3890,4.41,5.81,0.16529
3891,4.41,5.91,0.1653
3892,4.41,6.01,0.16531
3893,4.41,6.11,0.16531
3894,4.41,6.21,0.16532
3895,4.41,6.31,0.16532
3896,4.41,6.41,0.16533
3897,4.41,6.51,0.16533
3898,4.41,6.61,0.16533
3899,4.41,6.71,0.16534
3900,4.41,6.81,0.16534
3901,4.41,6.91,0.16534
3902,4.41,7.01,0.16534
3903,4.41,7.11,0.16535
3904,4.41,7.21,0.16535
3905,4.41,7.31,0.16535
3906,4.41,7.41,0.16535
3907,4.41,7.51,0.16535
3908,4.41,7.61,0.16535
3909,4.41,7.71,0.16535
3910,4.41,7.81,0.16535
3911,4.41,7.91,0.16535
3912,4.41,8.01,0.16536
3913,4.41,8.11,0.16536
3914,4.41,8.21,0.16536
3915,4.41,8.31,0.16536
3916,4.41,8.41,0.16536
3917,4.41,8.51,0.16536
3918,4.41,8.61,0.16536
3919,4.41,8.71,0.16536
3920,4.41,8.81,0.16536
3921,4.41,8.91,0.16536
3922,4.41,9.01,0.16536
3923,4.41,9.11,0.16536
3924,4.41,9.21,0.16536
3925,4.41,9.31,0.16536
3926,4.41,9.41,0.16536
3927,4.41,9.51,0.16536
3928,4.41,9.61,0.16536
3929,4.41,9.71,0.16536
3930,4.41,9.81,0.16536
3931,4.41,9.91,0.16536
3932,4.41,10.01,0.16536
3933,4.41,10.11,0.16536
3934,4.41,10.21,0.16536
3935,4.41,10.31,0.16536
3936,4.41,10.41,0.16536
3937,4.41,10.51,0.16536
3939,4.51,0.61,0.38719
3940,4.51,0.71,0.24119
3941,4.51,0.81,0.14719
3942,4.51,0.91,0.0863
3943,4.51,1.01,0.04724
3944,4.51,1.11,0.02294
3945,4.51,1.21,0.00886
3946,4.51,1.31,0.00198
3947,4.51,1.41,0.00021
3948,4.51,1.51,0.00207
3949,4.51,1.61,0.0065
3950,4.51,1.71,0.01272
3951,4.51,1.81,0.02016
3952,4.51,1.91,0.02841
3953,4.51,2.01,0.03713
3954,4.51,2.11,0.04609
3955,4.51,2.21,0.0551
3956,4.51,2.31,0.06402
3957,4.51,2.41,0.07274
3958,4.51,2.51,0.08118
3959,4.51,2.61,0.08928
3960,4.51,2.71,0.09698
3961,4.51,2.81,0.10427
3962,4.51,2.91,0.11111
3963,4.51,3.01,0.11749
3964,4.51,3.11,0.12341
3965,4.51,3.21,0.12886
3966,4.51,3.31,0.13386
3967,4.51,3.41,0.1384
3968,4.51,3.51,0.14251
3969,4.51,3.61,0.14621
3970,4.51,3.71,0.1495
3971,4.51,3.81,0.15242
3972,4.51,3.91,0.15498
3973,4.51,4.01,0.1572
3974,4.51,4.11,0.15911
3975,4.51,4.21,0.16072
3976,4.51,4.31,0.16206
3977,4.51,4.41,0.16315
3978,4.51,4.51,0.16402
3979,4.51,4.61,0.16469
3980,4.51,4.71,0.1652
3981,4.51,4.81,0.16557
3982,4.51,4.91,0.16585
3983,4.51,5.01,0.16605
3984,4.51,5.11,0.16619
3985,4.51,5.21,0.16629
3986,4.51,5.31,0.16637
3987,4.51,5.41,0.16642
3988,4.51,5.51,0.16646
3989,4.51,5.61,0.16649
3990,4.51,5.71,0.16651
3991,4.51,5.81,0.16653
3992,4.51,5.91,0.16654
3993,4.51,6.01,0.16655
3994,4.51,6.11,0.16656
3995,4.51,6.21,0.16656
3996,4.51,6.31,0.16657
3997,4.51,6.41,0.16657
3998,4.51,6.51,0.16658
3999,4.51,6.61,0.16658
4000,4.51,6.71,0.16658
4001,4.51,6.81,0.16659
4002,4.51,6.91,0.16659
4003,4.51,7.01,0.16659
4004,4.51,7.11,0.16659
4005,4.51,7.21,0.16659
4006,4.51,7.31,0.1666
4007,4.51,7.41,0.1666
4008,4.51,7.51,0.1666
4009,4.51,7.61,0.1666
4010,4.51,7.71,0.1666
4011,4.51,7.81,0.1666
4012,4.51,7.91,0.1666
4013,4.51,8.01,0.1666
4014,4.51,8.11,0.1666
4015,4.51,8.21,0.1666
4016,4.51,8.31,0.1666
4017,4.51,8.41,0.16661
4018,4.51,8.51,0.16661
4019,4.51,8.61,0.16661
4020,4.51,8.71,0.16661
4021,4.51,8.81,0.16661
4022,4.51,8.91,0.16661
4023,4.51,9.01,0.16661
4024,4.51,9.11,0.16661
4025,4.51,9.21,0.16661
4026,4.51,9.31,0.16661
4027,4.51,9.41,0.16661
4028,4.51,9.51,0.16661
4029,4.51,9.61,0.16661
4030,4.51,9.71,0.16661
4031,4.51,9.81,0.16661
4032,4.51,9.91,0.16661
4033,4.51,10.01,0.16661
4034,4.51,10.11,0.16661
4035,4.51,10.21,0.16661
4036,4.51,10.31,0.16661
4037,4.51,10.41,0.16661
4038,4.51,10.51,0.16661
4040,4.61,0.61,0.38705
4041,4.61,0.71,0.24109
4042,4.61,0.81,0.14711
4043,4.61,0.91,0.08623
4044,4.61,1.01,0.04716
4045,4.61,1.11,0.02286
4046,4.61,1.21,0.00878
4047,4.61,1.31,0.00192
4048,4.61,1.41,0.00015
4049,4.61,1.51,0.00202
4050,4.61,1.61,0.00646
4051,4.61,1.71,0.01269
4052,4.61,1.81,0.02014
4053,4.61,1.91,0.02839
4054,4.61,2.01,0.03712
4055,4.61,2.11,0.04608
4056,4.61,2.21,0.05509
4057,4.61,2.31,0.06402
4058,4.61,2.41,0.07274
4059,4.61,2.51,0.08119
4060,4.61,2.61,0.08929
4061,4.61,2.71,0.097
4062,4.61,2.81,0.1043
4063,4.61,2.91,0.11114
4064,4.61,3.01,0.11753
4065,4.61,3.11,0.12346
4066,4.61,3.21,0.12893
4067,4.61,3.31,0.13393
4068,4.61,3.41,0.1385
4069,4.61,3.51,0.14263
4070,4.61,3.61,0.14634
4071,4.61,3.71,0.14967
4072,4.61,3.81,0.15262
4073,4.61,3.91,0.15522
4074,4.61,4.01,0.15749
4075,4.61,4.11,0.15946
4076,4.61,4.21,0.16114
4077,4.61,4.31,0.16256
4078,4.61,4.41,0.16374
4079,4.61,4.51,0.16469
4080,4.61,4.61,0.16544
4081,4.61,4.71,0.16603
4082,4.61,4.81,0.16647
4083,4.61,4.91,0.16679
4084,4.61,5.01,0.16703
4085,4.61,5.11,0.1672
4086,4.61,5.21,0.16733
4087,4.61,5.31,0.16742
4088,4.61,5.41,0.16748
4089,4.61,5.51,0.16753
4090,4.61,5.61,0.16756
4091,4.61,5.71,0.16759
4092,4.61,5.81,0.16761
4093,4.61,5.91,0.16762
4094,4.61,6.01,0.16763
4095,4.61,6.11,0.16764
4096,4.61,6.21,0.16765
4097,4.61,6.31,0.16765
4098,4.61,6.41,0.16766
4099,4.61,6.51,0.16766
4100,4.61,6.61,0.16766
4101,4.61,6.71,0.16767
4102,4.61,6.81,0.16767
4103,4.61,6.91,0.16767
4104,4.61,7.01,0.16767
4105,4.61,7.11,0.16768
4106,4.61,7.21,0.16768
4107,4.61,7.31,0.16768
4108,4.61,7.41,0.16768
4109,4.61,7.51,0.16768
4110,4.61,7.61,0.16768
4111,4.61,7.71,0.16768
4112,4.61,7.81,0.16769
4113,4.61,7.91,0.16769
4114,4.61,8.01,0.16769
4115,4.61,8.11,0.16769
4116,4.61,8.21,0.16769
4117,4.61,8.31,0.16769
4118,4.61,8.41,0.16769
4119,4.61,8.51,0.16769
4120,4.61,8.61,0.16769
4121,4.61,8.71,0.16769
4122,4.61,8.81,0.16769
4123,4.61,8.91,0.16769
4124,4.61,9.01,0.16769
4125,4.61,9.11,0.16769
4126,4.61,9.21,0.16769
4127,4.61,9.31,0.16769
4128,4.61,9.41,0.16769
4129,4.61,9.51,0.16769
4130,4.61,9.61,0.16769
4131,4.61,9.71,0.16769
4132,4.61,9.81,0.16769
4133,4.61,9.91,0.16769
4134,4.61,10.01,0.16769
4135,4.61,10.11,0.16769
4136,4.61,10.21,0.16769
4137,4.61,10.31,0.1677
4138,4.61,10.41,0.1677
4139,4.61,10.51,0.1677
4141,4.71,0.61,0.38694
4142,4.71,0.71,0.24101
4143,4.71,0.81,0.14705
4144,4.71,0.91,0.08617
4145,4.71,1.01,0.04709
4146,4.71,1.11,0.02279
4147,4.71,1.21,0.00872
4148,4.71,1.31,0.00186
4149,4.71,1.41,0.00011
4150,4.71,1.51,0.00198
4151,4.71,1.61,0.00642
4152,4.71,1.71,0.01266
4153,4.71,1.81,0.02011
4154,4.71,1.91,0.02837
4155,4.71,2.01,0.0371
4156,4.71,2.11,0.04607
4157,4.71,2.21,0.05509
4158,4.71,2.31,0.06402
4159,4.71,2.41,0.07275
4160,4.71,2.51,0.08119
4161,4.71,2.61,0.0893
4162,4.71,2.71,0.09702
4163,4.71,2.81,0.10431
4164,4.71,2.91,0.11117
4165,4.71,3.01,0.11756
4166,4.71,3.11,0.1235
4167,4.71,3.21,0.12897
4168,4.71,3.31,0.13399
4169,4.71,3.41,0.13856
4170,4.71,3.51,0.14271
4171,4.71,3.61,0.14644
4172,4.71,3.71,0.14979
4173,4.71,3.81,0.15276
4174,4.71,3.91,0.15539
4175,4.71,4.01,0.1577
4176,4.71,4.11,0.15971
4177,4.71,4.21,0.16145
4178,4.71,4.31,0.16293
4179,4.71,4.41,0.16417
4180,4.71,4.51,0.1652
4181,4.71,4.61,0.16603
4182,4.71,4.71,0.16668
4183,4.71,4.81,0.16719
4184,4.71,4.91,0.16757
4185,4.71,5.01,0.16785
4186,4.71,5.11,0.16806
4187,4.71,5.21,0.16821
4188,4.71,5.31,0.16831
4189,4.71,5.41,0.16839
4190,4.71,5.51,0.16845
4191,4.71,5.61,0.16849
4192,4.71,5.71,0.16852
4193,4.71,5.81,0.16854
4194,4.71,5.91,0.16856
4195,4.71,6.01,0.16857
4196,4.71,6.11,0.16858
4197,4.71,6.21,0.16859
4198,4.71,6.31,0.16859
4199,4.71,6.41,0.1686
4200,4.71,6.51,0.1686
4201,4.71,6.61,0.16861
4202,4.71,6.71,0.16861
4203,4.71,6.81,0.16861
4204,4.71,6.91,0.16861
4205,4.71,7.01,0.16862
4206,4.71,7.11,0.16862
4207,4.71,7.21,0.16862
4208,4.71,7.31,0.16862
4209,4.71,7.41,0.16862
4210,4.71,7.51,0.16862
4211,4.71,7.61,0.16862
4212,4.71,7.71,0.16863
4213,4.71,7.81,0.16863
4214,4.71,7.91,0.16863
4215,4.71,8.01,0.16863
4216,4.71,8.11,0.16863
4217,4.71,8.21,0.16863
4218,4.71,8.31,0.16863
4219,4.71,8.41,0.16863
4220,4.71,8.51,0.16863
4221,4.71,8.61,0.16863
4222,4.71,8.71,0.16863
4223,4.71,8.81,0.16863
4224,4.71,8.91,0.16863
4225,4.71,9.01,0.16863
4226,4.71,9.11,0.16863
4227,4.71,9.21,0.16863
4228,4.71,9.31,0.16863
4229,4.71,9.41,0.16863
4230,4.71,9.51,0.16863
4231,4.71,9.61,0.16863
4232,4.71,9.71,0.16863
4233,4.71,9.81,0.16864
4234,4.71,9.91,0.16864
4235,4.71,10.01,0.16864
4236,4.71,10.11,0.16864
4237,4.71,10.21,0.16864
4238,4.71,10.31,0.16864
4239,4.71,10.41,0.16864
4240,4.71,10.51,0.16864
4242,4.81,0.61,0.38684
4243,4.81,0.71,0.24094
4244,4.81,0.81,0.147
4245,4.81,0.91,0.08612
4246,4.81,1.01,0.04703
4247,4.81,1.11,0.02273
4248,4.81,1.21,0.00867
4249,4.81,1.31,0.00181
4250,4.81,1.41,7e-05
4251,4.81,1.51,0.00195
4252,4.81,1.61,0.00639
4253,4.81,1.71,0.01263
4254,4.81,1.81,0.0201
4255,4.81,1.91,0.02836
4256,4.81,2.01,0.03709
4257,4.81,2.11,0.04606
4258,4.81,2.21,0.05508
4259,4.81,2.31,0.06402
4260,4.81,2.41,0.07275
4261,4.81,2.51,0.0812
4262,4.81,2.61,0.08931
4263,4.81,2.71,0.09703
4264,4.81,2.81,0.10433
4265,4.81,2.91,0.11119
4266,4.81,3.01,0.11759
4267,4.81,3.11,0.12353
4268,4.81,3.21,0.12901
4269,4.81,3.31,0.13403
4270,4.81,3.41,0.13861
4271,4.81,3.51,0.14277
4272,4.81,3.61,0.14652
4273,4.81,3.71,0.14988
4274,4.81,3.81,0.15287
4275,4.81,3.91,0.15552
4276,4.81,4.01,0.15786
4277,4.81,4.11,0.1599
4278,4.81,4.21,0.16167
4279,4.81,4.31,0.16319
4280,4.81,4.41,0.16449
4281,4.81,4.51,0.16557
4282,4.81,4.61,0.16647
4283,4.81,4.71,0.16719
4284,4.81,4.81,0.16776
4285,4.81,4.91,0.1682
4286,4.81,5.01,0.16853
4287,4.81,5.11,0.16877
4288,4.81,5.21,0.16895
4289,4.81,5.31,0.16908
4290,4.81,5.41,0.16917
4291,4.81,5.51,0.16924
4292,4.81,5.61,0.16928
4293,4.81,5.71,0.16932
4294,4.81,5.81,0.16934
4295,4.81,5.91,0.16936
4296,4.81,6.01,0.16938
4297,4.81,6.11,0.16939
4298,4.81,6.21,0.1694
4299,4.81,6.31,0.16941
4300,4.81,6.41,0.16941
4301,4.81,6.51,0.16942
4302,4.81,6.61,0.16942
4303,4.81,6.71,0.16942
4304,4.81,6.81,0.16943
4305,4.81,6.91,0.16943
4306,4.81,7.01,0.16943
4307,4.81,7.11,0.16943
4308,4.81,7.21,0.16943
4309,4.81,7.31,0.16944
4310,4.81,7.41,0.16944
4311,4.81,7.51,0.16944
4312,4.81,7.61,0.16944
4313,4.81,7.71,0.16944
4314,4.81,7.81,0.16944
4315,4.81,7.91,0.16944
4316,4.81,8.01,0.16944
4317,4.81,8.11,0.16944
4318,4.81,8.21,0.16944
4319,4.81,8.31,0.16944
4320,4.81,8.41,0.16945
4321,4.81,8.51,0.16945
4322,4.81,8.61,0.16945
4323,4.81,8.71,0.16945
4324,4.81,8.81,0.16945
4325,4.81,8.91,0.16945
4326,4.81,9.01,0.16945
4327,4.81,9.11,0.16945
4328,4.81,9.21,0.16945
4329,4.81,9.31,0.16945
4330,4.81,9.41,0.16945
4331,4.81,9.51,0.16945
4332,4.81,9.61,0.16945
4333,4.81,9.71,0.16945
4334,4.81,9.81,0.16945
4335,4.81,9.91,0.16945
4336,4.81,10.01,0.16945
4337,4.81,10.11,0.16945
4338,4.81,10.21,0.16945
4339,4.81,10.31,0.16945
4340,4.81,10.41,0.16945
4341,4.81,10.51,0.16945
4343,4.91,0.61,0.38677
4344,4.91,0.71,0.24089
4345,4.91,0.81,0.14696
4346,4.91,0.91,0.08607
4347,4.91,1.01,0.04698
4348,4.91,1.11,0.02268
4349,4.91,1.21,0.00862
4350,4.91,1.31,0.00177
4351,4.91,1.41,3e-05
4352,4.91,1.51,0.00192
4353,4.91,1.61,0.00637
4354,4.91,1.71,0.01261
4355,4.91,1.81,0.02008
4356,4.91,1.91,0.02834
4357,4.91,2.01,0.03708
4358,4.91,2.11,0.04606
4359,4.91,2.21,0.05508
