,r1,r2,v
7657,8.11,8.81,0.17444
7658,8.11,8.91,0.17444
7659,8.11,9.01,0.17444
7660,8.11,9.11,0.17444
7661,8.11,9.21,0.17444
7662,8.11,9.31,0.17444
7663,8.11,9.41,0.17444
7664,8.11,9.51,0.17444
7665,8.11,9.61,0.17444
7666,8.11,9.71,0.17444
7667,8.11,9.81,0.17444
7668,8.11,9.91,0.17444
7669,8.11,10.01,0.17444
7670,8.11,10.11,0.17444
7671,8.11,10.21,0.17444
7672,8.11,10.31,0.17444
7673,8.11,10.41,0.17445
7674,8.11,10.51,0.17445
7676,8.21,0.61,0.38656
7677,8.21,0.71,0.24075
7678,8.21,0.81,0.14684
7679,8.21,0.91,0.08594
7680,8.21,1.01,0.04683
7681,8.21,1.11,0.02254
7682,8.21,1.21,0.00851
7683,8.21,1.31,0.0017
7684,8.21,1.41,-1e-05
7685,8.21,1.51,0.0019
7686,8.21,1.61,0.00638
7687,8.21,1.71,0.01265
7688,8.21,1.81,0.02013
7689,8.21,1.91,0.02841
7690,8.21,2.01,0.03716
7691,8.21,2.11,0.04614
7692,8.21,2.21,0.05517
7693,8.21,2.31,0.0641
7694,8.21,2.41,0.07284
7695,8.21,2.51,0.08129
7696,8.21,2.61,0.08941
7697,8.21,2.71,0.09713
7698,8.21,2.81,0.10444
7699,8.21,2.91,0.11131
7700,8.21,3.01,0.11772
7701,8.21,3.11,0.12367
7702,8.21,3.21,0.12916
7703,8.21,3.31,0.13421
7704,8.21,3.41,0.13881
7705,8.21,3.51,0.14299
7706,8.21,3.61,0.14677
7707,8.21,3.71,0.15016
7708,8.21,3.81,0.1532
7709,8.21,3.91,0.15591
7710,8.21,4.01,0.15831
7711,8.21,4.11,0.16043
7712,8.21,4.21,0.16229
7713,8.21,4.31,0.16393
7714,8.21,4.41,0.16536
7715,8.21,4.51,0.1666
7716,8.21,4.61,0.16769
7717,8.21,4.71,0.16863
7718,8.21,4.81,0.16944
7719,8.21,4.91,0.17015
7720,8.21,5.01,0.17076
7721,8.21,5.11,0.17128
7722,8.21,5.21,0.17173
7723,8.21,5.31,0.17212
7724,8.21,5.41,0.17245
7725,8.21,5.51,0.17274
7726,8.21,5.61,0.17298
7727,8.21,5.71,0.1732
7728,8.21,5.81,0.17338
7729,8.21,5.91,0.17353
7730,8.21,6.01,0.17366
7731,8.21,6.11,0.17378
7732,8.21,6.21,0.17388
7733,8.21,6.31,0.17396
7734,8.21,6.41,0.17403
7735,8.21,6.51,0.17409
7736,8.21,6.61,0.17415
7737,8.21,6.71,0.17419
7738,8.21,6.81,0.17423
7739,8.21,6.91,0.17426
7740,8.21,7.01,0.17429
7741,8.21,7.11,0.17432
7742,8.21,7.21,0.17434
7743,8.21,7.31,0.17435
7744,8.21,7.41,0.17437
7745,8.21,7.51,0.17438
7746,8.21,7.61,0.17439
7747,8.21,7.71,0.1744
7748,8.21,7.81,0.17441
7749,8.21,7.91,0.17442
7750,8.21,8.01,0.17442
7751,8.21,8.11,0.17443
7752,8.21,8.21,0.17443
7753,8.21,8.31,0.17444
7754,8.21,8.41,0.17444
7755,8.21,8.51,0.17444
7756,8.21,8.61,0.17444
7757,8.21,8.71,0.17444
7758,8.21,8.81,0.17444
7759,8.21,8.91,0.17445
7760,8.21,9.01,0.17445
7761,8.21,9.11,0.17445
7762,8.21,9.21,0.17445
7763,8.21,9.31,0.17445
7764,8.21,9.41,0.17445
7765,8.21,9.51,0.17445
7766,8.21,9.61,0.17445
7767,8.21,9.71,0.17445
7768,8.21,9.81,0.17445
7769,8.21,9.91,0.17445
7770,8.21,10.01,0.17445
7771,8.21,10.11,0.17445
7772,8.21,10.21,0.17445
7773,8.21,10.31,0.17445
7774,8.21,10.41,0.17445
7775,8.21,10.51,0.17445
7777,8.31,0.61,0.38657
7778,8.31,0.71,0.24075
7779,8.31,0.81,0.14684
7780,8.31,0.91,0.08594
7781,8.31,1.01,0.04684
7782,8.31,1.11,0.02254
7783,8.31,1.21,0.00852
7784,8.31,1.31,0.0017
7785,8.31,1.41,-1e-05
7786,8.31,1.51,0.00191
7787,8.31,1.61,0.00639
7788,8.31,1.71,0.01265
7789,8.31,1.81,0.02014
7790,8.31,1.91,0.02841
7791,8.31,2.01,0.03716
7792,8.31,2.11,0.04614
7793,8.31,2.21,0.05517
7794,8.31,2.31,0.0641
7795,8.31,2.41,0.07284
7796,8.31,2.51,0.0813
7797,8.31,2.61,0.08941
7798,8.31,2.71,0.09714
7799,8.31,2.81,0.10444
7800,8.31,2.91,0.11131
7801,8.31,3.01,0.11772
7802,8.31,3.11,0.12367
7803,8.31,3.21,0.12916
7804,8.31,3.31,0.13421
7805,8.31,3.41,0.13881
7806,8.31,3.51,0.14299
7807,8.31,3.61,0.14677
7808,8.31,3.71,0.15016
7809,8.31,3.81,0.1532
7810,8.31,3.91,0.15591
7811,8.31,4.01,0.15831
7812,8.31,4.11,0.16043
7813,8.31,4.21,0.16229
7814,8.31,4.31,0.16393
7815,8.31,4.41,0.16536
7816,8.31,4.51,0.1666
7817,8.31,4.61,0.16769
7818,8.31,4.71,0.16863
7819,8.31,4.81,0.16944
7820,8.31,4.91,0.17015
7821,8.31,5.01,0.17076
7822,8.31,5.11,0.17128
7823,8.31,5.21,0.17173
7824,8.31,5.31,0.17212
7825,8.31,5.41,0.17245
7826,8.31,5.51,0.17274
7827,8.31,5.61,0.17299
7828,8.31,5.71,0.1732
7829,8.31,5.81,0.17338
7830,8.31,5.91,0.17353
7831,8.31,6.01,0.17366
7832,8.31,6.11,0.17378
7833,8.31,6.21,0.17388
7834,8.31,6.31,0.17396
7835,8.31,6.41,0.17403
7836,8.31,6.51,0.17409
7837,8.31,6.61,0.17415
7838,8.31,6.71,0.17419
7839,8.31,6.81,0.17423
7840,8.31,6.91,0.17426
7841,8.31,7.01,0.17429
7842,8.31,7.11,0.17432
7843,8.31,7.21,0.17434
7844,8.31,7.31,0.17436
7845,8.31,7.41,0.17437
7846,8.31,7.51,0.17438
7847,8.31,7.61,0.1744
7848,8.31,7.71,0.17441
7849,8.31,7.81,0.17441
7850,8.31,7.91,0.17442
7851,8.31,8.01,0.17443
7852,8.31,8.11,0.17443
7853,8.31,8.21,0.17444
7854,8.31,8.31,0.17444
7855,8.31,8.41,0.17444
7856,8.31,8.51,0.17444
7857,8.31,8.61,0.17445
7858,8.31,8.71,0.17445
7859,8.31,8.81,0.17445
7860,8.31,8.91,0.17445
7861,8.31,9.01,0.17445
7862,8.31,9.11,0.17445
7863,8.31,9.21,0.17445
7864,8.31,9.31,0.17445
7865,8.31,9.41,0.17445
7866,8.31,9.51,0.17445
7867,8.31,9.61,0.17445
7868,8.31,9.71,0.17445
7869,8.31,9.81,0.17445
7870,8.31,9.91,0.17445
7871,8.31,10.01,0.17445
7872,8.31,10.11,0.17445
7873,8.31,10.21,0.17445
7874,8.31,10.31,0.17445
7875,8.31,10.41,0.17445
7876,8.31,10.51,0.17445
7878,8.41,0.61,0.38657
7879,8.41,0.71,0.24075
7880,8.41,0.81,0.14684
7881,8.41,0.91,0.08594
7882,8.41,1.01,0.04684
7883,8.41,1.11,0.02255
7884,8.41,1.21,0.00852
7885,8.41,1.31,0.0017
7886,8.41,1.41,-1e-05
7887,8.41,1.51,0.00191
7888,8.41,1.61,0.00639
7889,8.41,1.71,0.01265
7890,8.41,1.81,0.02014
7891,8.41,1.91,0.02841
7892,8.41,2.01,0.03716
7893,8.41,2.11,0.04614
7894,8.41,2.21,0.05517
7895,8.41,2.31,0.06411
7896,8.41,2.41,0.07284
7897,8.41,2.51,0.0813
7898,8.41,2.61,0.08941
7899,8.41,2.71,0.09714
7900,8.41,2.81,0.10444
7901,8.41,2.91,0.11131
7902,8.41,3.01,0.11772
7903,8.41,3.11,0.12367
7904,8.41,3.21,0.12917
7905,8.41,3.31,0.13421
7906,8.41,3.41,0.13881
7907,8.41,3.51,0.14299
7908,8.41,3.61,0.14677
7909,8.41,3.71,0.15017
7910,8.41,3.81,0.1532
7911,8.41,3.91,0.15591
7912,8.41,4.01,0.15831
7913,8.41,4.11,0.16043
7914,8.41,4.21,0.16229
7915,8.41,4.31,0.16393
7916,8.41,4.41,0.16536
7917,8.41,4.51,0.16661
7918,8.41,4.61,0.16769
7919,8.41,4.71,0.16863
7920,8.41,4.81,0.16945
7921,8.41,4.91,0.17015
7922,8.41,5.01,0.17076
7923,8.41,5.11,0.17128
7924,8.41,5.21,0.17173
7925,8.41,5.31,0.17212
7926,8.41,5.41,0.17245
7927,8.41,5.51,0.17274
7928,8.41,5.61,0.17299
7929,8.41,5.71,0.1732
7930,8.41,5.81,0.17338
7931,8.41,5.91,0.17353
7932,8.41,6.01,0.17367
7933,8.41,6.11,0.17378
7934,8.41,6.21,0.17388
7935,8.41,6.31,0.17396
7936,8.41,6.41,0.17403
7937,8.41,6.51,0.17409
7938,8.41,6.61,0.17415
7939,8.41,6.71,0.17419
7940,8.41,6.81,0.17423
7941,8.41,6.91,0.17426
7942,8.41,7.01,0.17429
7943,8.41,7.11,0.17432
7944,8.41,7.21,0.17434
7945,8.41,7.31,0.17436
7946,8.41,7.41,0.17437
7947,8.41,7.51,0.17439
7948,8.41,7.61,0.1744
7949,8.41,7.71,0.17441
7950,8.41,7.81,0.17442
7951,8.41,7.91,0.17442
7952,8.41,8.01,0.17443
7953,8.41,8.11,0.17443
7954,8.41,8.21,0.17444
7955,8.41,8.31,0.17444
7956,8.41,8.41,0.17444
7957,8.41,8.51,0.17445
7958,8.41,8.61,0.17445
7959,8.41,8.71,0.17445
7960,8.41,8.81,0.17445
7961,8.41,8.91,0.17445
7962,8.41,9.01,0.17445
7963,8.41,9.11,0.17445
7964,8.41,9.21,0.17446
7965,8.41,9.31,0.17446
7966,8.41,9.41,0.17446
7967,8.41,9.51,0.17446
7968,8.41,9.61,0.17446
7969,8.41,9.71,0.17446
7970,8.41,9.81,0.17446
7971,8.41,9.91,0.17446
7972,8.41,10.01,0.17446
7973,8.41,10.11,0.17446
7974,8.41,10.21,0.17446
7975,8.41,10.31,0.17446
7976,8.41,10.41,0.17446
7977,8.41,10.51,0.17446
7979,8.51,0.61,0.38657
7980,8.51,0.71,0.24075
7981,8.51,0.81,0.14684
7982,8.51,0.91,0.08594
7983,8.51,1.01,0.04684
7984,8.51,1.11,0.02255
7985,8.51,1.21,0.00852
7986,8.51,1.31,0.0017
7987,8.51,1.41,-1e-05
7988,8.51,1.51,0.00191
7989,8.51,1.61,0.00639
7990,8.51,1.71,0.01265
7991,8.51,1.81,0.02014
7992,8.51,1.91,0.02841
7993,8.51,2.01,0.03716
7994,8.51,2.11,0.04614
7995,8.51,2.21,0.05517
7996,8.51,2.31,0.06411
7997,8.51,2.41,0.07284
7998,8.51,2.51,0.0813
7999,8.51,2.61,0.08941
8000,8.51,2.71,0.09714
8001,8.51,2.81,0.10444
8002,8.51,2.91,0.11131
8003,8.51,3.01,0.11772
8004,8.51,3.11,0.12367
8005,8.51,3.21,0.12917
8006,8.51,3.31,0.13421
8007,8.51,3.41,0.13881
8008,8.51,3.51,0.14299
8009,8.51,3.61,0.14677
8010,8.51,3.71,0.15017
8011,8.51,3.81,0.1532
8012,8.51,3.91,0.15591
8013,8.51,4.01,0.15831
8014,8.51,4.11,0.16043
8015,8.51,4.21,0.16229
8016,8.51,4.31,0.16393
8017,8.51,4.41,0.16536
8018,8.51,4.51,0.16661
8019,8.51,4.61,0.16769
8020,8.51,4.71,0.16863
8021,8.51,4.81,0.16945
8022,8.51,4.91,0.17015
8023,8.51,5.01,0.17076
8024,8.51,5.11,0.17128
8025,8.51,5.21,0.17173
8026,8.51,5.31,0.17212
8027,8.51,5.41,0.17245
8028,8.51,5.51,0.17274
8029,8.51,5.61,0.17299
8030,8.51,5.71,0.1732
8031,8.51,5.81,0.17338
8032,8.51,5.91,0.17353
8033,8.51,6.01,0.17367
8034,8.51,6.11,0.17378
8035,8.51,6.21,0.17388
8036,8.51,6.31,0.17396
8037,8.51,6.41,0.17403
8038,8.51,6.51,0.17409
8039,8.51,6.61,0.17415
8040,8.51,6.71,0.17419
8041,8.51,6.81,0.17423
8042,8.51,6.91,0.17426
8043,8.51,7.01,0.17429
8044,8.51,7.11,0.17432
8045,8.51,7.21,0.17434
8046,8.51,7.31,0.17436
8047,8.51,7.41,0.17437
8048,8.51,7.51,0.17439
8049,8.51,7.61,0.1744
8050,8.51,7.71,0.17441
8051,8.51,7.81,0.17442
8052,8.51,7.91,0.17442
8053,8.51,8.01,0.17443
8054,8.51,8.11,0.17444
8055,8.51,8.21,0.17444
8056,8.51,8.31,0.17444
8057,8.51,8.41,0.17445
8058,8.51,8.51,0.17445
8059,8.51,8.61,0.17445
8060,8.51,8.71,0.17445
8061,8.51,8.81,0.17445
8062,8.51,8.91,0.17446
8063,8.51,9.01,0.17446
8064,8.51,9.11,0.17446
8065,8.51,9.21,0.17446
8066,8.51,9.31,0.17446
8067,8.51,9.41,0.17446
8068,8.51,9.51,0.17446
8069,8.51,9.61,0.17446
8070,8.51,9.71,0.17446
8071,8.51,9.81,0.17446
8072,8.51,9.91,0.17446
8073,8.51,10.01,0.17446
8074,8.51,10.11,0.17446
8075,8.51,10.21,0.17446
8076,8.51,10.31,0.17446
8077,8.51,10.41,0.17446
8078,8.51,10.51,0.17446
8080,8.61,0.61,0.38657
8081,8.61,0.71,0.24075
8082,8.61,0.81,0.14684
8083,8.61,0.91,0.08594
8084,8.61,1.01,0.04684
8085,8.61,1.11,0.02255
8086,8.61,1.21,0.00852
8087,8.61,1.31,0.0017
8088,8.61,1.41,-1e-05
8089,8.61,1.51,0.00191
8090,8.61,1.61,0.00639
8091,8.61,1.71,0.01266
8092,8.61,1.81,0.02014
8093,8.61,1.91,0.02842
8094,8.61,2.01,0.03716
8095,8.61,2.11,0.04614
8096,8.61,2.21,0.05517
8097,8.61,2.31,0.06411
8098,8.61,2.41,0.07284
8099,8.61,2.51,0.0813
8100,8.61,2.61,0.08941
8101,8.61,2.71,0.09714
8102,8.61,2.81,0.10444
8103,8.61,2.91,0.11131
8104,8.61,3.01,0.11772
8105,8.61,3.11,0.12367
8106,8.61,3.21,0.12917
8107,8.61,3.31,0.13421
8108,8.61,3.41,0.13881
8109,8.61,3.51,0.14299
8110,8.61,3.61,0.14677
8111,8.61,3.71,0.15017
8112,8.61,3.81,0.1532
8113,8.61,3.91,0.15591
8114,8.61,4.01,0.15831
8115,8.61,4.11,0.16043
8116,8.61,4.21,0.16229
8117,8.61,4.31,0.16393
8118,8.61,4.41,0.16536
8119,8.61,4.51,0.16661
8120,8.61,4.61,0.16769
8121,8.61,4.71,0.16863
8122,8.61,4.81,0.16945
8123,8.61,4.91,0.17015
8124,8.61,5.01,0.17076
8125,8.61,5.11,0.17128
8126,8.61,5.21,0.17173
8127,8.61,5.31,0.17212
8128,8.61,5.41,0.17245
8129,8.61,5.51,0.17274
8130,8.61,5.61,0.17299
8131,8.61,5.71,0.1732
8132,8.61,5.81,0.17338
8133,8.61,5.91,0.17353
8134,8.61,6.01,0.17367
8135,8.61,6.11,0.17378
8136,8.61,6.21,0.17388
8137,8.61,6.31,0.17396
8138,8.61,6.41,0.17403
8139,8.61,6.51,0.17409
8140,8.61,6.61,0.17415
8141,8.61,6.71,0.17419
8142,8.61,6.81,0.17423
8143,8.61,6.91,0.17427
8144,8.61,7.01,0.17429
8145,8.61,7.11,0.17432
8146,8.61,7.21,0.17434
8147,8.61,7.31,0.17436
8148,8.61,7.41,0.17437
8149,8.61,7.51,0.17439
8150,8.61,7.61,0.1744
8151,8.61,7.71,0.17441
8152,8.61,7.81,0.17442
8153,8.61,7.91,0.17443
8154,8.61,8.01,0.17443
8155,8.61,8.11,0.17444
8156,8.61,8.21,0.17444
8157,8.61,8.31,0.17445
8158,8.61,8.41,0.17445
8159,8.61,8.51,0.17445
8160,8.61,8.61,0.17445
8161,8.61,8.71,0.17446
8162,8.61,8.81,0.17446
8163,8.61,8.91,0.17446
8164,8.61,9.01,0.17446
8165,8.61,9.11,0.17446
8166,8.61,9.21,0.17446
8167,8.61,9.31,0.17446
8168,8.61,9.41,0.17446
8169,8.61,9.51,0.17446
8170,8.61,9.61,0.17446
8171,8.61,9.71,0.17446
8172,8.61,9.81,0.17446
8173,8.61,9.91,0.17446
8174,8.61,10.01,0.17446
8175,8.61,10.11,0.17446
8176,8.61,10.21,0.17446
8177,8.61,10.31,0.17447
8178,8.61,10.41,0.17447
8179,8.61,10.51,0.17447
8181,8.71,0.61,0.38657
8182,8.71,0.71,0.24075
8183,8.71,0.81,0.14684
8184,8.71,0.91,0.08594
8185,8.71,1.01,0.04684
8186,8.71,1.11,0.02255
8187,8.71,1.21,0.00852
8188,8.71,1.31,0.0017
8189,8.71,1.41,-0.0
8190,8.71,1.51,0.00191
8191,8.71,1.61,0.00639
8192,8.71,1.71,0.01266
8193,8.71,1.81,0.02014
8194,8.71,1.91,0.02842
8195,8.71,2.01,0.03717
8196,8.71,2.11,0.04615
8197,8.71,2.21,0.05517
8198,8.71,2.31,0.06411
8199,8.71,2.41,0.07284
8200,8.71,2.51,0.0813
8201,8.71,2.61,0.08941
8202,8.71,2.71,0.09714
8203,8.71,2.81,0.10445
8204,8.71,2.91,0.11131
8205,8.71,3.01,0.11772
8206,8.71,3.11,0.12367
8207,8.71,3.21,0.12917
8208,8.71,3.31,0.13421
8209,8.71,3.41,0.13881
8210,8.71,3.51,0.14299
8211,8.71,3.61,0.14677
8212,8.71,3.71,0.15017
8213,8.71,3.81,0.1532
8214,8.71,3.91,0.15591
8215,8.71,4.01,0.15831
8216,8.71,4.11,0.16043
8217,8.71,4.21,0.16229
8218,8.71,4.31,0.16393
8219,8.71,4.41,0.16536
8220,8.71,4.51,0.16661
8221,8.71,4.61,0.16769
8222,8.71,4.71,0.16863
8223,8.71,4.81,0.16945
8224,8.71,4.91,0.17015
8225,8.71,5.01,0.17076
8226,8.71,5.11,0.17128
8227,8.71,5.21,0.17173
8228,8.71,5.31,0.17212
8229,8.71,5.41,0.17245
8230,8.71,5.51,0.17274
8231,8.71,5.61,0.17299
8232,8.71,5.71,0.1732
8233,8.71,5.81,0.17338
8234,8.71,5.91,0.17353
8235,8.71,6.01,0.17367
8236,8.71,6.11,0.17378
8237,8.71,6.21,0.17388
8238,8.71,6.31,0.17396
8239,8.71,6.41,0.17403
8240,8.71,6.51,0.1741
8241,8.71,6.61,0.17415
8242,8.71,6.71,0.17419
8243,8.71,6.81,0.17423
8244,8.71,6.91,0.17427
8245,8.71,7.01,0.17429
8246,8.71,7.11,0.17432
8247,8.71,7.21,0.17434
8248,8.71,7.31,0.17436
8249,8.71,7.41,0.17437
8250,8.71,7.51,0.17439
8251,8.71,7.61,0.1744
8252,8.71,7.71,0.17441
8253,8.71,7.81,0.17442
8254,8.71,7.91,0.17443
8255,8.71,8.01,0.17443
8256,8.71,8.11,0.17444
8257,8.71,8.21,0.17444
8258,8.71,8.31,0.17445
8259,8.71,8.41,0.17445
8260,8.71,8.51,0.17445
8261,8.71,8.61,0.17446
8262,8.71,8.71,0.17446
8263,8.71,8.81,0.17446
8264,8.71,8.91,0.17446
8265,8.71,9.01,0.17446
8266,8.71,9.11,0.17446
8267,8.71,9.21,0.17446
8268,8.71,9.31,0.17446
8269,8.71,9.41,0.17447
8270,8.71,9.51,0.17447
8271,8.71,9.61,0.17447
8272,8.71,9.71,0.17447
8273,8.71,9.81,0.17447
8274,8.71,9.91,0.17447
8275,8.71,10.01,0.17447
8276,8.71,10.11,0.17447
8277,8.71,10.21,0.17447
8278,8.71,10.31,0.17447
8279,8.71,10.41,0.17447
8280,8.71,10.51,0.17447
8282,8.81,0.61,0.38657
8283,8.81,0.71,0.24076
8284,8.81,0.81,0.14685
8285,8.81,0.91,0.08594
8286,8.81,1.01,0.04684
8287,8.81,1.11,0.02255
8288,8.81,1.21,0.00852
8289,8.81,1.31,0.00171
8290,8.81,1.41,-0.0
8291,8.81,1.51,0.00191
8292,8.81,1.61,0.00639
8293,8.81,1.71,0.01266
8294,8.81,1.81,0.02014
8295,8.81,1.91,0.02842
8296,8.81,2.01,0.03717
8297,8.81,2.11,0.04615
8298,8.81,2.21,0.05517
8299,8.81,2.31,0.06411
8300,8.81,2.41,0.07285
8301,8.81,2.51,0.0813
8302,8.81,2.61,0.08941
8303,8.81,2.71,0.09714
8304,8.81,2.81,0.10445
8305,8.81,2.91,0.11131
8306,8.81,3.01,0.11772
8307,8.81,3.11,0.12367
8308,8.81,3.21,0.12917
8309,8.81,3.31,0.13421
8310,8.81,3.41,0.13881
8311,8.81,3.51,0.143
8312,8.81,3.61,0.14677
8313,8.81,3.71,0.15017
8314,8.81,3.81,0.15321
8315,8.81,3.91,0.15591
8316,8.81,4.01,0.15831
8317,8.81,4.11,0.16043
8318,8.81,4.21,0.16229
8319,8.81,4.31,0.16393
8320,8.81,4.41,0.16536
8321,8.81,4.51,0.16661
8322,8.81,4.61,0.16769
8323,8.81,4.71,0.16863
8324,8.81,4.81,0.16945
8325,8.81,4.91,0.17015
8326,8.81,5.01,0.17076
8327,8.81,5.11,0.17128
8328,8.81,5.21,0.17173
8329,8.81,5.31,0.17212
8330,8.81,5.41,0.17246
8331,8.81,5.51,0.17274
8332,8.81,5.61,0.17299
8333,8.81,5.71,0.1732
8334,8.81,5.81,0.17338
8335,8.81,5.91,0.17353
8336,8.81,6.01,0.17367
8337,8.81,6.11,0.17378
8338,8.81,6.21,0.17388
8339,8.81,6.31,0.17396
8340,8.81,6.41,0.17403
8341,8.81,6.51,0.1741
8342,8.81,6.61,0.17415
8343,8.81,6.71,0.17419
8344,8.81,6.81,0.17423
8345,8.81,6.91,0.17427
8346,8.81,7.01,0.1743
8347,8.81,7.11,0.17432
8348,8.81,7.21,0.17434
8349,8.81,7.31,0.17436
8350,8.81,7.41,0.17438
8351,8.81,7.51,0.17439
8352,8.81,7.61,0.1744
8353,8.81,7.71,0.17441
8354,8.81,7.81,0.17442
8355,8.81,7.91,0.17443
8356,8.81,8.01,0.17443
8357,8.81,8.11,0.17444
8358,8.81,8.21,0.17444
8359,8.81,8.31,0.17445
8360,8.81,8.41,0.17445
8361,8.81,8.51,0.17445
8362,8.81,8.61,0.17446
8363,8.81,8.71,0.17446
8364,8.81,8.81,0.17446
8365,8.81,8.91,0.17446
8366,8.81,9.01,0.17446
8367,8.81,9.11,0.17446
8368,8.81,9.21,0.17447
8369,8.81,9.31,0.17447
8370,8.81,9.41,0.17447
8371,8.81,9.51,0.17447
8372,8.81,9.61,0.17447
8373,8.81,9.71,0.17447
8374,8.81,9.81,0.17447
8375,8.81,9.91,0.17447
8376,8.81,10.01,0.17447
8377,8.81,10.11,0.17447
8378,8.81,10.21,0.17447
8379,8.81,10.31,0.17447
8380,8.81,10.41,0.17447
8381,8.81,10.51,0.17447
8383,8.91,0.61,0.38657
8384,8.91,0.71,0.24076
8385,8.91,0.81,0.14685
8386,8.91,0.91,0.08594
8387,8.91,1.01,0.04684
8388,8.91,1.11,0.02255
8389,8.91,1.21,0.00852
8390,8.91,1.31,0.00171
8391,8.91,1.41,-0.0
8392,8.91,1.51,0.00191
8393,8.91,1.61,0.00639
8394,8.91,1.71,0.01266
8395,8.91,1.81,0.02014
8396,8.91,1.91,0.02842
8397,8.91,2.01,0.03717
8398,8.91,2.11,0.04615
8399,8.91,2.21,0.05517
8400,8.91,2.31,0.06411
8401,8.91,2.41,0.07285
8402,8.91,2.51,0.0813
8403,8.91,2.61,0.08941
8404,8.91,2.71,0.09714
8405,8.91,2.81,0.10445
8406,8.91,2.91,0.11131
8407,8.91,3.01,0.11772
8408,8.91,3.11,0.12367
8409,8.91,3.21,0.12917
8410,8.91,3.31,0.13421
8411,8.91,3.41,0.13882
8412,8.91,3.51,0.143
8413,8.91,3.61,0.14677
8414,8.91,3.71,0.15017
8415,8.91,3.81,0.15321
8416,8.91,3.91,0.15591
8417,8.91,4.01,0.15831
8418,8.91,4.11,0.16043
8419,8.91,4.21,0.16229
8420,8.91,4.31,0.16393
8421,8.91,4.41,0.16536
8422,8.91,4.51,0.16661
8423,8.91,4.61,0.16769
8424,8.91,4.71,0.16863
8425,8.91,4.81,0.16945
8426,8.91,4.91,0.17015
8427,8.91,5.01,0.17076
8428,8.91,5.11,0.17128
8429,8.91,5.21,0.17173
8430,8.91,5.31,0.17212
8431,8.91,5.41,0.17246
8432,8.91,5.51,0.17274
8433,8.91,5.61,0.17299
8434,8.91,5.71,0.1732
8435,8.91,5.81,0.17338
8436,8.91,5.91,0.17353
8437,8.91,6.01,0.17367
8438,8.91,6.11,0.17378
8439,8.91,6.21,0.17388
8440,8.91,6.31,0.17396
8441,8.91,6.41,0.17403
8442,8.91,6.51,0.1741
8443,8.91,6.61,0.17415
8444,8.91,6.71,0.17419
8445,8.91,6.81,0.17423
8446,8.91,6.91,0.17427
8447,8.91,7.01,0.1743
8448,8.91,7.11,0.17432
8449,8.91,7.21,0.17434
8450,8.91,7.31,0.17436
8451,8.91,7.41,0.17438
8452,8.91,7.51,0.17439
8453,8.91,7.61,0.1744
8454,8.91,7.71,0.17441
8455,8.91,7.81,0.17442
8456,8.91,7.91,0.17443
8457,8.91,8.01,0.17443
8458,8.91,8.11,0.17444
8459,8.91,8.21,0.17445
8460,8.91,8.31,0.17445
8461,8.91,8.41,0.17445
8462,8.91,8.51,0.17446
8463,8.91,8.61,0.17446
8464,8.91,8.71,0.17446
8465,8.91,8.81,0.17446
8466,8.91,8.91,0.17446
8467,8.91,9.01,0.17447
8468,8.91,9.11,0.17447
8469,8.91,9.21,0.17447
8470,8.91,9.31,0.17447
8471,8.91,9.41,0.17447
8472,8.91,9.51,0.17447
8473,8.91,9.61,0.17447
8474,8.91,9.71,0.17447
8475,8.91,9.81,0.17447
8476,8.91,9.91,0.17447
8477,8.91,10.01,0.17447
8478,8.91,10.11,0.17447
8479,8.91,10.21,0.17447
8480,8.91,10.31,0.17447
8481,8.91,10.41,0.17447
8482,8.91,10.51,0.17447
8484,9.01,0.61,0.38657
8485,9.01,0.71,0.24076
8486,9.01,0.81,0.14685
8487,9.01,0.91,0.08595
8488,9.01,1.01,0.04685
8489,9.01,1.11,0.02255
8490,9.01,1.21,0.00852
8491,9.01,1.31,0.00171
8492,9.01,1.41,-0.0
8493,9.01,1.51,0.00192
8494,9.01,1.61,0.00639
8495,9.01,1.71,0.01266
8496,9.01,1.81,0.02014
8497,9.01,1.91,0.02842
8498,9.01,2.01,0.03717
8499,9.01,2.11,0.04615
8500,9.01,2.21,0.05518
8501,9.01,2.31,0.06411
8502,9.01,2.41,0.07285
8503,9.01,2.51,0.0813
8504,9.01,2.61,0.08942
8505,9.01,2.71,0.09714
8506,9.01,2.81,0.10445
8507,9.01,2.91,0.11131
8508,9.01,3.01,0.11772
8509,9.01,3.11,0.12368
8510,9.01,3.21,0.12917
8511,9.01,3.31,0.13421
8512,9.01,3.41,0.13882
8513,9.01,3.51,0.143
8514,9.01,3.61,0.14677
8515,9.01,3.71,0.15017
8516,9.01,3.81,0.15321
8517,9.01,3.91,0.15591
8518,9.01,4.01,0.15831
8519,9.01,4.11,0.16043
8520,9.01,4.21,0.1623
8521,9.01,4.31,0.16393
8522,9.01,4.41,0.16536
8523,9.01,4.51,0.16661
8524,9.01,4.61,0.16769
8525,9.01,4.71,0.16863
8526,9.01,4.81,0.16945
8527,9.01,4.91,0.17015
8528,9.01,5.01,0.17076
8529,9.01,5.11,0.17128
8530,9.01,5.21,0.17173
8531,9.01,5.31,0.17212
8532,9.01,5.41,0.17246
8533,9.01,5.51,0.17274
8534,9.01,5.61,0.17299
8535,9.01,5.71,0.1732
8536,9.01,5.81,0.17338
8537,9.01,5.91,0.17353
8538,9.01,6.01,0.17367
8539,9.01,6.11,0.17378
